rally,ball_round,time,frame_num,roundscore_a,roundscore_b,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,__match_name,__set_file,is_smash,smash_success,distance_to_birdie
25,14.0,01:11:27,128623.0,20,5,B,3,殺球,1.0,,1.0,6.0,414.0,613.0,2.0,2.0,414.0,454.0,掛網,對手掛網,A,,8.0,543.0,603.0,8.0,624.0,362.0,0,Anthony_Sinisuka_Ginting_Rasmus_Gemke_YONEX_Thailand_Open_2021_QuarterFinals,set3.csv,True,0,197.08373854785685
1,8.0,00:07:07,10679.0,0,1,B,3,殺球,,,1.0,4.0,760.0,266.0,,6.0,463.0,532.0,對手落地致勝,落地致勝,B,,4.0,763.0,264.0,8.0,712.0,504.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,402.27353877678803
5,8.0,00:08:35,12892.0,3,2,A,3,殺球,,,1.0,8.0,588.0,504.0,1.0,5.0,530.0,297.0,對手落地致勝,落地致勝,A,,8.0,511.0,504.0,8.0,571.0,283.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,207.87015177749788
6,6.0,00:09:01,13537.0,3,3,B,3,殺球,1.0,,1.0,6.0,748.0,283.0,,5.0,813.0,566.0,對手落地致勝,落地致勝,B,,8.0,700.0,283.0,8.0,765.0,559.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,304.72610652846924
8,9.0,00:11:03,16578.0,4,4,A,3,點扣,1.0,,1.0,8.0,554.0,571.0,2.0,11.0,820.0,285.0,出界,對手出界,B,,8.0,607.0,549.0,8.0,636.0,288.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,0,339.21232288936676
9,7.0,00:11:23,17097.0,4,5,B,3,殺球,1.0,,1.0,6.0,736.0,300.0,,8.0,537.0,556.0,對手落地致勝,落地致勝,B,,8.0,727.0,316.0,8.0,705.0,484.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,306.10455730027934
12,11.0,00:13:11,19776.0,6,6,A,3,點扣,1.0,,1.0,6.0,470.0,566.0,2.0,6.0,748.0,319.0,對手落地致勝,落地致勝,A,,8.0,580.0,530.0,8.0,640.0,283.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,269.71281022598833
14,5.0,00:14:10,21266.0,7,7,B,3,殺球,1.0,,1.0,9.0,693.0,266.0,,7.0,672.0,386.0,掛網,對手掛網,A,,9.0,693.0,266.0,8.0,664.0,516.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,0,121.82364302548172
15,4.0,00:14:35,21894.0,7,8,B,3,殺球,,,1.0,9.0,552.0,266.0,,5.0,880.0,552.0,對手落地致勝,落地致勝,B,,9.0,547.0,266.0,8.0,655.0,513.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,438.95899580712546
16,6.0,00:15:08,22711.0,7,9,A,3,點扣,,,1.0,8.0,604.0,573.0,2.0,15.0,456.0,295.0,出界,對手出界,B,,8.0,607.0,564.0,8.0,590.0,285.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,0,308.4833869108675
17,18.0,00:16:02,24051.0,8,9,A,3,殺球,1.0,,1.0,8.0,506.0,561.0,2.0,6.0,794.0,288.0,對手落地致勝,落地致勝,A,,8.0,516.0,559.0,8.0,600.0,295.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,388.2331773560833
26,11.0,00:23:18,34966.0,12,14,A,3,殺球,,,1.0,3.0,890.0,614.0,1.0,6.0,792.0,280.0,出界,對手出界,B,,5.0,856.0,590.0,8.0,631.0,292.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,0,316.53751752359466
29,7.0,00:25:27,38177.0,15,14,A,3,殺球,1.0,,1.0,8.0,564.0,506.0,2.0,8.0,592.0,290.0,對手落地致勝,落地致勝,A,,8.0,573.0,516.0,8.0,643.0,300.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,226.79726629745784
34,13.0,00:28:52,43312.0,20,14,A,3,殺球,,,1.0,8.0,669.0,496.0,2.0,8.0,609.0,295.0,對手落地致勝,落地致勝,A,,8.0,679.0,525.0,8.0,612.0,314.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,1,240.41630560342617
36,18.0,00:30:20,45520.0,20,16,A,3,點扣,1.0,,1.0,6.0,427.0,583.0,2.0,15.0,456.0,295.0,出界,對手出界,B,,8.0,523.0,564.0,8.0,564.0,321.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set1.csv,True,0,277.2183255125822
3,14.0,00:35:55,53884.0,3,0,B,3,殺球,,,1.0,8.0,787.0,571.0,2.0,7.0,554.0,393.0,掛網,對手掛網,A,,8.0,715.0,554.0,8.0,592.0,314.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2.csv,True,0,227.6883835420683
6,5.0,00:37:18,55951.0,3,3,B,3,殺球,,,1.0,9.0,645.0,264.0,2.0,1.0,511.0,388.0,掛網,對手掛網,B,,9.0,655.0,268.0,8.0,643.0,504.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2.csv,True,1,187.4459922217597
7,10.0,00:37:52,56822.0,4,3,A,3,殺球,1.0,,1.0,4.0,736.0,259.0,,6.0,391.0,516.0,對手落地致勝,落地致勝,A,,9.0,681.0,259.0,8.0,660.0,523.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2.csv,True,1,387.4906450483676
11,6.0,00:40:22,60556.0,5,6,B,3,殺球,,,1.0,8.0,756.0,564.0,2.0,5.0,489.0,292.0,對手落地致勝,落地致勝,B,,8.0,727.0,566.0,8.0,614.0,304.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2.csv,True,1,362.93250061133955
14,10.0,00:41:47,62679.0,7,7,B,3,殺球,1.0,,1.0,8.0,499.0,583.0,2.0,6.0,780.0,297.0,對手落地致勝,落地致勝,B,,8.0,499.0,576.0,8.0,588.0,297.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2.csv,True,1,395.98232283777514
15,10.0,00:42:19,63488.0,8,7,A,3,殺球,1.0,,1.0,9.0,724.0,261.0,,5.0,842.0,549.0,對手落地致勝,落地致勝,A,,9.0,710.0,264.0,8.0,703.0,516.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2.csv,True,1,314.08438356594553
29,19.0,00:54:07,81197.0,14,15,A,3,殺球,1.0,,1.0,9.0,696.0,261.0,,5.0,861.0,549.0,對手落地致勝,落地致勝,A,,9.0,686.0,264.0,5.0,864.0,547.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2.csv,True,1,334.43983016381287
31,3.0,00:55:50,83774.0,16,15,A,3,殺球,1.0,,1.0,9.0,705.0,264.0,,2.0,501.0,456.0,對手落地致勝,落地致勝,A,,9.0,676.0,271.0,8.0,674.0,530.0,0,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2.csv,True,1,254.65663156493687
7,6.0,00:11:09,16749.0,3,4,A,3,殺球,,,1.0,3.0,496.0,366.0,,6.0,387.0,588.0,對手落地致勝,落地致勝,A,,3.0,516.0,364.0,8.0,580.0,590.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,True,1,258.48984506165806
9,8.0,00:12:15,18375.0,4,5,A,3,殺球,1.0,,1.0,9.0,746.0,371.0,1.0,6.0,390.0,586.0,對手落地致勝,落地致勝,A,,8.0,672.0,381.0,8.0,726.0,572.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,True,1,348.6387815490411
11,8.0,00:13:16,19922.0,6,5,B,3,殺球,1.0,,1.0,6.0,420.0,607.0,2.0,15.0,426.0,378.0,出界,對手出界,A,,8.0,489.0,597.0,8.0,551.0,386.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,True,0,227.8815481779953
22,3.0,00:21:54,32871.0,14,8,A,3,點扣,1.0,,1.0,9.0,749.0,367.0,,6.0,367.0,573.0,對手落地致勝,落地致勝,A,,8.0,678.0,378.0,8.0,691.0,571.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,True,1,367.07764846146654
25,3.0,00:23:04,34605.0,16,9,B,3,殺球,,,1.0,3.0,846.0,641.0,1.0,4.0,838.0,371.0,出界,對手出界,A,,3.0,828.0,651.0,8.0,659.0,392.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,True,0,280.178514522438
28,15.0,00:24:52,37317.0,17,11,B,3,殺球,1.0,,1.0,6.0,425.0,626.0,2.0,6.0,788.0,390.0,對手落地致勝,落地致勝,B,,6.0,462.0,615.0,8.0,564.0,397.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,True,1,396.1073086929854
29,11.0,00:25:34,38360.0,18,11,B,3,殺球,,,1.0,5.0,819.0,615.0,,11.0,857.0,384.0,出界,對手出界,A,,8.0,789.0,618.0,8.0,642.0,390.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,True,0,243.6801181877586
1,9.0,00:32:24,48624.0,1,0,A,3,點扣,,,1.0,8.0,547.0,610.0,2.0,6.0,828.0,396.0,對手落地致勝,落地致勝,A,,8.0,543.0,608.0,8.0,600.0,385.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,True,1,355.2027589982938
9,21.0,00:36:55,55376.0,3,6,B,3,殺球,,,1.0,8.0,717.0,419.0,,8.0,520.0,598.0,對手落地致勝,落地致勝,B,,8.0,741.0,412.0,8.0,573.0,537.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,True,1,288.85463472134217
15,14.0,00:41:22,62062.0,6,9,B,3,殺球,,,1.0,9.0,534.0,369.0,1.0,5.0,867.0,568.0,對手落地致勝,落地致勝,B,,9.0,572.0,366.0,8.0,643.0,557.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,True,1,357.53181676600474
17,3.0,00:42:09,63231.0,8,9,A,3,點扣,1.0,,1.0,4.0,442.0,633.0,1.0,6.0,828.0,388.0,對手落地致勝,落地致勝,A,,8.0,579.0,594.0,8.0,578.0,391.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,True,1,323.1671394185987
21,11.0,00:45:18,67970.0,9,12,B,3,殺球,,,1.0,8.0,553.0,411.0,1.0,4.0,440.0,631.0,對手落地致勝,落地致勝,B,,8.0,571.0,413.0,8.0,655.0,559.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,True,1,254.33245958783948
31,18.0,00:51:10,76761.0,14,17,A,3,點扣,1.0,,1.0,8.0,722.0,541.0,1.0,9.0,706.0,364.0,對手落地致勝,落地致勝,A,,8.0,721.0,545.0,7.0,732.0,465.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,True,1,181.62048342629197
34,9.0,00:53:04,79617.0,17,17,A,3,殺球,,,1.0,7.0,652.0,515.0,2.0,6.0,778.0,405.0,對手落地致勝,落地致勝,A,,7.0,643.0,529.0,8.0,597.0,377.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,True,1,183.3057555015663
37,34.0,00:55:48,83710.0,18,19,B,3,殺球,1.0,,1.0,8.0,672.0,374.0,,4.0,408.0,641.0,對手落地致勝,落地致勝,B,,8.0,650.0,387.0,8.0,614.0,542.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,True,1,350.8275929855005
1,19.0,00:07:09,10741.0,1,0,A,3,殺球,1.0,,1.0,9.0,533.0,630.0,2.0,6.0,833.0,364.0,對手落地致勝,落地致勝,A,,8.0,548.0,626.0,8.0,600.0,367.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,True,1,387.12917740723185
6,4.0,00:10:27,15698.0,5,1,B,3,點扣,,,1.0,5.0,511.0,347.0,,7.0,690.0,459.0,掛網,對手掛網,A,,8.0,535.0,353.0,8.0,630.0,575.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,True,0,187.77912557044246
7,6.0,00:10:52,16301.0,5,2,B,3,殺球,1.0,,1.0,4.0,777.0,336.0,,6.0,418.0,582.0,對手落地致勝,落地致勝,B,,9.0,733.0,341.0,8.0,727.0,574.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,True,1,396.61820432249453
17,8.0,00:16:32,24815.0,11,6,B,3,殺球,1.0,,1.0,8.0,753.0,344.0,2.0,11.0,889.0,551.0,出界,對手出界,A,,8.0,687.0,352.0,8.0,739.0,575.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,True,0,283.5577542582816
18,10.0,00:17:53,26826.0,12,6,B,3,點扣,1.0,,1.0,8.0,746.0,350.0,,15.0,393.0,563.0,出界,對手出界,A,,8.0,701.0,360.0,8.0,744.0,538.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,True,0,368.8807395351511
26,5.0,00:22:30,33766.0,16,10,A,3,殺球,,,1.0,5.0,854.0,624.0,2.0,6.0,804.0,356.0,對手落地致勝,落地致勝,A,,5.0,840.0,619.0,8.0,640.0,365.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,True,1,265.452443951831
27,10.0,00:23:08,34716.0,17,10,B,3,點扣,1.0,,1.0,4.0,809.0,330.0,,15.0,373.0,574.0,出界,對手出界,A,,4.0,770.0,339.0,8.0,703.0,577.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,True,0,461.33935448864537
3,40.0,00:28:34,42850.0,2,1,A,3,殺球,1.0,,1.0,8.0,652.0,381.0,,5.0,832.0,571.0,對手落地致勝,落地致勝,A,,8.0,542.0,380.0,6.0,473.0,577.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,True,1,347.2477501726973
5,8.0,00:30:51,46297.0,3,2,A,3,殺球,,,1.0,8.0,638.0,398.0,,8.0,733.0,572.0,對手落地致勝,落地致勝,A,,8.0,560.0,404.0,8.0,681.0,570.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,True,1,241.14933132812124
11,14.0,00:34:57,52443.0,7,4,B,3,點扣,1.0,,1.0,4.0,474.0,640.0,2.0,11.0,849.0,372.0,出界,對手出界,A,,8.0,522.0,614.0,8.0,586.0,371.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,True,0,406.80830866637916
14,15.0,00:36:44,55124.0,8,6,B,3,殺球,1.0,,1.0,4.0,485.0,635.0,2.0,2.0,484.0,464.0,掛網,對手掛網,A,,8.0,530.0,624.0,8.0,599.0,372.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,True,0,166.48123017325406
24,8.0,00:46:22,69566.0,14,10,B,3,點扣,1.0,,1.0,8.0,502.0,625.0,2.0,8.0,746.0,377.0,對手落地致勝,落地致勝,B,,8.0,575.0,606.0,8.0,592.0,366.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,True,1,285.80062981036275
30,11.0,00:50:16,75407.0,18,12,B,3,點扣,,,1.0,5.0,826.0,607.0,2.0,7.0,614.0,465.0,掛網,對手掛網,A,,5.0,826.0,615.0,8.0,669.0,367.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,True,0,259.6998267230843
32,2.0,00:50:57,76434.0,20,12,B,3,點扣,1.0,,1.0,,,,2.0,7.0,702.0,461.0,掛網,對手掛網,A,,8.0,539.0,589.0,8.0,609.0,375.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,True,0,207.2510554858527
33,14.0,00:51:29,77230.0,21,12,B,3,點扣,1.0,,1.0,4.0,491.0,628.0,2.0,7.0,677.0,462.0,掛網,對手掛網,A,,8.0,525.0,613.0,8.0,580.0,363.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,True,0,214.2545215392198
2,9.0,00:07:03,10575.0,0,2,B,3,殺球,1.0,,1.0,8.0,724.0,315.0,2.0,8.0,767.0,553.0,對手落地致勝,落地致勝,B,,8.0,679.0,324.0,8.0,730.0,544.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,245.3263133053607
3,5.0,00:07:28,11224.0,0,3,B,3,殺球,1.0,,1.0,4.0,758.0,294.0,2.0,5.0,407.0,553.0,對手落地致勝,落地致勝,B,,8.0,719.0,300.0,8.0,704.0,568.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,401.6876896296425
4,4.0,00:07:45,11646.0,1,3,A,3,殺球,,,1.0,8.0,745.0,589.0,2.0,5.0,464.0,324.0,對手落地致勝,落地致勝,A,,8.0,727.0,581.0,8.0,652.0,312.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,367.72000217556837
5,10.0,00:08:15,12397.0,2,3,B,3,殺球,1.0,,1.0,4.0,769.0,283.0,2.0,15.0,370.0,597.0,出界,對手出界,A,,9.0,694.0,288.0,8.0,718.0,550.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,0,447.7242454904581
10,8.0,00:09:55,14879.0,3,7,B,3,殺球,,,1.0,3.0,537.0,288.0,2.0,5.0,393.0,586.0,對手落地致勝,落地致勝,B,,9.0,619.0,291.0,8.0,670.0,529.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,371.61942898616053
17,16.0,00:13:22,20057.0,6,11,A,3,點扣,1.0,,1.0,9.0,534.0,632.0,2.0,6.0,825.0,344.0,對手落地致勝,落地致勝,A,,9.0,558.0,622.0,8.0,597.0,319.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,385.4516830940034
22,12.0,00:16:12,24323.0,9,13,B,3,殺球,,,1.0,3.0,517.0,291.0,2.0,5.0,430.0,596.0,對手落地致勝,落地致勝,B,,3.0,529.0,293.0,8.0,627.0,552.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,318.76323501934786
24,5.0,00:17:22,26050.0,11,13,A,3,殺球,1.0,,1.0,8.0,583.0,541.0,2.0,5.0,490.0,304.0,對手落地致勝,落地致勝,A,,8.0,676.0,540.0,7.0,713.0,364.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,300.4862725649876
28,8.0,00:19:08,28717.0,14,14,B,3,殺球,1.0,,1.0,4.0,747.0,291.0,2.0,15.0,378.0,537.0,出界,對手出界,A,,9.0,729.0,294.0,8.0,700.0,570.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,0,426.9074841227312
29,11.0,00:19:32,29317.0,14,15,A,3,殺球,,,1.0,9.0,545.0,647.0,2.0,15.0,442.0,316.0,出界,對手出界,B,,9.0,529.0,656.0,8.0,600.0,327.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,0,350.9544129940526
33,14.0,00:22:08,33221.0,15,18,A,3,殺球,,,1.0,8.0,620.0,522.0,2.0,8.0,738.0,321.0,對手落地致勝,落地致勝,A,,8.0,579.0,532.0,8.0,589.0,317.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,264.20068130116545
35,17.0,00:24:12,36302.0,15,20,B,3,殺球,,,1.0,3.0,536.0,289.0,2.0,5.0,416.0,586.0,對手落地致勝,落地致勝,B,,9.0,594.0,292.0,8.0,632.0,549.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,True,1,343.685903115039
3,13.0,00:28:03,42093.0,2,1,A,3,殺球,,,1.0,8.0,600.0,334.0,2.0,8.0,512.0,578.0,對手落地致勝,落地致勝,A,,8.0,598.0,329.0,8.0,688.0,567.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,True,1,263.4331034627197
11,19.0,00:32:38,48961.0,6,5,A,3,殺球,,,1.0,5.0,483.0,330.0,2.0,5.0,449.0,558.0,對手落地致勝,落地致勝,A,,5.0,529.0,333.0,8.0,643.0,536.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,True,1,238.79907872519107
16,7.0,00:35:34,53360.0,9,7,B,3,殺球,,,1.0,8.0,503.0,585.0,2.0,1.0,476.0,426.0,掛網,對手掛網,A,,8.0,568.0,592.0,8.0,571.0,321.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,True,0,189.7893569197177
18,14.0,00:36:36,54904.0,10,8,B,3,殺球,,,1.0,8.0,604.0,551.0,2.0,5.0,529.0,312.0,對手落地致勝,落地致勝,B,,8.0,604.0,557.0,8.0,598.0,328.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,True,1,256.2225595063791
26,4.0,00:42:20,63521.0,12,14,A,3,點扣,,,1.0,5.0,506.0,325.0,2.0,4.0,920.0,639.0,出界,對手出界,B,,8.0,605.0,329.0,8.0,585.0,494.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,True,0,441.955880150949
28,11.0,00:44:08,66210.0,12,16,B,3,殺球,,,1.0,5.0,470.0,602.0,2.0,6.0,810.0,309.0,對手落地致勝,落地致勝,B,,8.0,549.0,596.0,8.0,583.0,307.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,True,1,387.9304061297593
31,5.0,00:46:32,69819.0,15,16,A,3,殺球,,,1.0,8.0,590.0,351.0,2.0,5.0,391.0,578.0,對手落地致勝,落地致勝,A,,8.0,600.0,353.0,8.0,658.0,523.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,True,1,307.09281984442424
4,3.0,00:58:31,87792.0,2,2,A,3,殺球,1.0,,1.0,5.0,466.0,580.0,2.0,11.0,849.0,314.0,出界,對手出界,B,,8.0,560.0,565.0,8.0,590.0,337.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,True,0,382.7819222481647
6,21.0,00:59:49,89741.0,3,3,B,3,殺球,1.0,,1.0,6.0,784.0,308.0,2.0,7.0,669.0,420.0,掛網,對手掛網,A,,8.0,729.0,318.0,8.0,747.0,586.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,True,0,118.33849753989612
10,18.0,01:02:50,94270.0,6,4,A,3,殺球,,,1.0,8.0,556.0,499.0,2.0,8.0,677.0,345.0,對手落地致勝,落地致勝,A,,7.0,522.0,489.0,8.0,596.0,324.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,True,1,211.56795598577776
11,7.0,01:03:21,95049.0,7,4,A,3,點扣,,,1.0,6.0,808.0,567.0,2.0,6.0,795.0,316.0,對手落地致勝,落地致勝,A,,8.0,672.0,545.0,8.0,602.0,341.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,True,1,259.9423012901132
20,14.0,01:10:34,105858.0,14,6,B,3,殺球,,,1.0,8.0,633.0,560.0,2.0,6.0,799.0,322.0,對手落地致勝,落地致勝,B,,8.0,599.0,565.0,8.0,601.0,310.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,True,1,314.72051092993604
24,4.0,01:12:42,109056.0,16,8,A,3,殺球,,,1.0,9.0,552.0,290.0,2.0,3.0,410.0,621.0,對手落地致勝,落地致勝,A,,9.0,594.0,294.0,8.0,627.0,540.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,True,1,375.2132726863483
27,16.0,01:14:29,111734.0,17,10,A,3,殺球,,,1.0,5.0,516.0,299.0,2.0,5.0,412.0,581.0,對手落地致勝,落地致勝,A,,8.0,557.0,301.0,8.0,628.0,539.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,True,1,315.3173005085512
6,6.0,00:03:19,4975.0,4,2,B,3,殺球,,,1.0,9.0,789.0,634.0,2.0,6.0,831.0,371.0,對手落地致勝,落地致勝,B,,8.0,771.0,614.0,8.0,643.0,369.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,True,1,250.29782260339383
10,3.0,00:04:55,7384.0,7,3,B,3,殺球,,,1.0,8.0,490.0,600.0,2.0,7.0,668.0,466.0,掛網,對手掛網,A,,8.0,552.0,598.0,8.0,613.0,352.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,True,0,175.72706109191037
20,19.0,00:11:08,16708.0,15,5,B,3,殺球,,,1.0,4.0,965.0,631.0,2.0,1.0,871.0,459.0,掛網,對手掛網,A,,4.0,955.0,625.0,8.0,678.0,376.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,True,0,186.04300578092153
22,14.0,00:12:16,18410.0,15,7,A,3,殺球,,,1.0,4.0,811.0,345.0,2.0,2.0,886.0,457.0,掛網,對手掛網,B,,4.0,805.0,337.0,8.0,705.0,552.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,True,0,144.77914214416384
