rally,ball_round,time,frame_num,roundscore_a,roundscore_b,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,__match_name,__set_file,rally_winner,smash_success,landing_x_m,player_location_x_m,landing_y_m,player_location_y_m,distance_to_birdie_m,depth_m,width_m,to_center_m,to_back_m,depth_x_width,match_mode,in_court,in_court_flag
22,3.0,00:21:54,32871.0,14,8,A,3,點扣,1.0,,1.0,9.0,749.0,367.0,,6.0,367.0,573.0,對手落地致勝,落地致勝,A,,8.0,678.0,378.0,8.0,691.0,571.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,A,1,0.9926886792452829,3.2298349056603772,9.881735159817351,3.9159817351598174,6.371423480053448,9.881735159817351,0.9926886792452829,2.057311320754717,3.518264840182649,20.329805612992157,singles,True,1
25,3.0,00:23:04,34605.0,16,9,B,3,殺球,,,1.0,3.0,846.0,641.0,1.0,4.0,838.0,371.0,出界,對手出界,A,,3.0,828.0,651.0,8.0,659.0,392.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,A,0,4.380778301886792,4.308844339622641,3.701826484018265,12.268036529680366,8.566512069759156,3.701826484018265,4.380778301886792,1.3307783018867925,9.698173515981736,4.926310362281383,singles,True,1
28,15.0,00:24:52,37317.0,17,11,B,3,殺球,1.0,,1.0,6.0,425.0,626.0,2.0,6.0,788.0,390.0,對手落地致勝,落地致勝,B,,6.0,462.0,615.0,8.0,564.0,397.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,B,1,4.0211084905660375,1.6760613207547168,4.28310502283105,11.166666666666666,7.272046969947662,4.28310502283105,4.0211084905660375,0.9711084905660377,9.11689497716895,4.159359653657275,singles,True,1
29,11.0,00:25:34,38360.0,18,11,B,3,殺球,,,1.0,5.0,819.0,615.0,,11.0,857.0,384.0,出界,對手出界,A,,8.0,789.0,618.0,8.0,642.0,390.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set1.csv,A,0,4.517452830188679,4.028301886792453,4.099543378995434,11.258447488584475,7.175595912237274,4.099543378995434,4.517452830188679,1.4674528301886793,9.300456621004567,6.015886533988111,singles,True,1
1,9.0,00:32:24,48624.0,1,0,A,3,點扣,,,1.0,8.0,547.0,610.0,2.0,6.0,828.0,396.0,對手落地致勝,落地致勝,A,,8.0,543.0,608.0,8.0,600.0,385.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,A,1,4.308844339622641,2.2587264150943396,4.466666666666667,10.952511415525114,6.802144192147571,4.466666666666667,4.308844339622641,1.258844339622641,8.933333333333334,5.6228380503144635,singles,True,1
9,21.0,00:36:55,55376.0,3,6,B,3,殺球,,,1.0,8.0,717.0,419.0,,8.0,520.0,598.0,對手落地致勝,落地致勝,B,,8.0,741.0,412.0,8.0,573.0,537.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,B,1,2.093278301886792,3.683018867924528,10.646575342465754,4.956164383561644,5.9083036438999965,10.646575342465754,2.093278301886792,0.9567216981132076,2.7534246575342465,10.18580964073404,singles,True,1
15,14.0,00:41:22,62062.0,6,9,B,3,殺球,,,1.0,9.0,534.0,369.0,1.0,5.0,867.0,568.0,對手落地致勝,落地致勝,B,,9.0,572.0,366.0,8.0,643.0,557.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,B,1,4.58938679245283,2.467334905660377,9.728767123287671,3.5488584474885845,6.534093315178184,9.728767123287671,4.58938679245283,1.53938679245283,3.6712328767123292,14.976335616438353,singles,True,1
17,3.0,00:42:09,63231.0,8,9,A,3,點扣,1.0,,1.0,4.0,442.0,633.0,1.0,6.0,828.0,388.0,對手落地致勝,落地致勝,A,,8.0,579.0,594.0,8.0,578.0,391.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,A,1,4.308844339622641,2.517688679245283,4.221917808219178,10.524200913242009,6.551870796616647,4.221917808219178,4.308844339622641,1.258844339622641,9.178082191780822,5.314737335228739,singles,True,1
21,11.0,00:45:18,67970.0,9,12,B,3,殺球,,,1.0,8.0,553.0,411.0,1.0,4.0,440.0,631.0,對手落地致勝,落地致勝,B,,8.0,571.0,413.0,8.0,655.0,559.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,B,1,1.5178066037735847,2.460141509433962,11.656164383561643,4.98675799086758,6.735649686951838,11.656164383561643,1.5178066037735847,1.5321933962264151,1.743835616438357,17.859498093822694,singles,True,1
31,18.0,00:51:10,76761.0,14,17,A,3,點扣,1.0,,1.0,8.0,722.0,541.0,1.0,9.0,706.0,364.0,對手落地致勝,落地致勝,A,,8.0,721.0,545.0,7.0,732.0,465.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,A,1,3.4312499999999995,3.5391509433962263,3.4876712328767123,9.025114155251142,5.538494085231153,3.4876712328767123,3.4312499999999995,0.38124999999999964,9.912328767123288,1.3296746575342453,singles,True,1
34,9.0,00:53:04,79617.0,17,17,A,3,殺球,,,1.0,7.0,652.0,515.0,2.0,6.0,778.0,405.0,對手落地致勝,落地致勝,A,,7.0,643.0,529.0,8.0,597.0,377.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,A,1,3.9491745283018864,2.9780660377358488,4.742009132420091,8.535616438356165,3.915930041778198,4.742009132420091,3.9491745283018864,0.8991745283018866,8.657990867579908,4.263893824847074,singles,True,1
37,34.0,00:55:48,83710.0,18,19,B,3,殺球,1.0,,1.0,8.0,672.0,374.0,,4.0,408.0,641.0,對手落地致勝,落地致勝,B,,8.0,650.0,387.0,8.0,614.0,542.0,0,CHEN_Long_CHOU_Tien_Chen_World_Tour_Finals_Group_Stage,set2.csv,B,1,1.2876179245283017,3.0284198113207546,11.962100456621005,4.191324200913242,7.963375843530915,11.962100456621005,1.2876179245283017,1.7623820754716981,1.437899543378995,21.081791429740676,singles,True,1
1,19.0,00:07:09,10741.0,1,0,A,3,殺球,1.0,,1.0,9.0,533.0,630.0,2.0,6.0,833.0,364.0,對手落地致勝,落地致勝,A,,8.0,548.0,626.0,8.0,600.0,367.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,A,1,4.344811320754716,2.294693396226415,3.4876712328767123,11.503196347031963,8.273549804051811,3.4876712328767123,4.344811320754716,1.2948113207547163,9.912328767123288,4.515876195399326,singles,True,1
6,4.0,00:10:27,15698.0,5,1,B,3,點扣,,,1.0,5.0,511.0,347.0,,7.0,690.0,459.0,掛網,對手掛網,A,,8.0,535.0,353.0,8.0,630.0,575.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,A,0,3.3161556603773583,2.2011792452830186,6.394063926940639,3.1511415525114157,3.4292445134154983,6.394063926940639,3.3161556603773583,0.2661556603773585,7.005936073059361,1.701816306969932,singles,True,1
7,6.0,00:10:52,16301.0,5,2,B,3,殺球,1.0,,1.0,4.0,777.0,336.0,,6.0,418.0,582.0,對手落地致勝,落地致勝,B,,9.0,733.0,341.0,8.0,727.0,574.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,B,1,1.3595518867924528,3.6254716981132074,10.157077625570777,2.7840182648401828,7.71339075427875,10.157077625570777,1.3595518867924528,1.690448113207547,3.2429223744292237,17.170012707848713,singles,True,1
17,8.0,00:16:32,24815.0,11,6,B,3,殺球,1.0,,1.0,8.0,753.0,344.0,2.0,11.0,889.0,551.0,出界,對手出界,A,,8.0,687.0,352.0,8.0,739.0,575.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,A,0,4.7476415094339615,3.294575471698113,9.208675799086759,3.1205479452054794,6.2591294662458,9.208675799086759,4.7476415094339615,1.6976415094339616,4.191324200913241,15.633030283449639,singles,True,1
18,10.0,00:17:53,26826.0,12,6,B,3,點扣,1.0,,1.0,8.0,746.0,350.0,,15.0,393.0,563.0,出界,對手出界,A,,8.0,701.0,360.0,8.0,744.0,538.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,A,0,1.1797169811320753,3.395283018867924,9.575799086757991,3.365296803652968,6.593866200949275,9.575799086757991,1.1797169811320753,1.8702830188679245,3.8242009132420094,17.90945442405445,singles,True,1
26,5.0,00:22:30,33766.0,16,10,A,3,殺球,,,1.0,5.0,854.0,624.0,2.0,6.0,804.0,356.0,對手落地致勝,落地致勝,A,,5.0,840.0,619.0,8.0,640.0,365.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,A,1,4.136202830188679,4.395165094339622,3.2429223744292237,11.289041095890411,8.050284959807472,3.2429223744292237,4.136202830188679,1.0862028301886788,10.157077625570777,3.522471461187213,singles,True,1
27,10.0,00:23:08,34716.0,17,10,B,3,點扣,1.0,,1.0,4.0,809.0,330.0,,15.0,373.0,574.0,出界,對手出界,A,,4.0,770.0,339.0,8.0,703.0,577.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set1.csv,A,0,1.0358490566037735,3.891627358490566,9.912328767123288,2.7228310502283106,7.735912818198347,9.912328767123288,1.0358490566037735,2.0141509433962264,3.4876712328767123,19.964926337554925,singles,True,1
3,40.0,00:28:34,42850.0,2,1,A,3,殺球,1.0,,1.0,8.0,652.0,381.0,,5.0,832.0,571.0,對手落地致勝,落地致勝,A,,8.0,542.0,380.0,6.0,473.0,577.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,A,1,4.337617924528302,2.2515330188679243,9.82054794520548,3.9771689497716896,6.20458123630442,9.82054794520548,4.337617924528302,1.287617924528302,3.5794520547945208,12.64511356293616,singles,True,1
5,8.0,00:30:51,46297.0,3,2,A,3,殺球,,,1.0,8.0,638.0,398.0,,8.0,733.0,572.0,對手落地致勝,落地致勝,A,,8.0,560.0,404.0,8.0,681.0,570.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,A,1,3.6254716981132074,2.381014150943396,9.851141552511416,4.711415525114155,5.28823772379918,9.851141552511416,3.6254716981132074,0.5754716981132075,3.548858447488584,5.669053157577324,singles,True,1
11,14.0,00:34:57,52443.0,7,4,B,3,點扣,1.0,,1.0,4.0,474.0,640.0,2.0,11.0,849.0,372.0,出界,對手出界,A,,8.0,522.0,614.0,8.0,586.0,371.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,A,0,4.459905660377358,2.1076650943396222,3.732420091324201,11.136073059360731,7.768340424545621,3.732420091324201,4.459905660377358,1.4099056603773583,9.6675799086758,5.262360213664167,singles,True,1
14,15.0,00:36:44,55124.0,8,6,B,3,殺球,1.0,,1.0,4.0,485.0,635.0,2.0,2.0,484.0,464.0,掛網,對手掛網,A,,8.0,530.0,624.0,8.0,599.0,372.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,A,0,1.834316037735849,2.1652122641509433,6.54703196347032,11.442009132420091,4.90614857064024,6.54703196347032,1.834316037735849,1.2156839622641509,6.85296803652968,7.9591217584216425,singles,True,1
24,8.0,00:46:22,69566.0,14,10,B,3,點扣,1.0,,1.0,8.0,502.0,625.0,2.0,8.0,746.0,377.0,對手落地致勝,落地致勝,B,,8.0,575.0,606.0,8.0,592.0,366.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,B,1,3.7189858490566032,2.4889150943396223,3.8853881278538815,10.891324200913242,7.113101596448938,3.8853881278538815,3.7189858490566032,0.6689858490566034,9.51461187214612,2.599269675626776,singles,True,1
30,11.0,00:50:16,75407.0,18,12,B,3,點扣,,,1.0,5.0,826.0,607.0,2.0,7.0,614.0,465.0,掛網,對手掛網,A,,5.0,826.0,615.0,8.0,669.0,367.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,A,0,2.769457547169811,4.294457547169811,6.577625570776256,11.166666666666666,4.835796023383437,6.577625570776256,2.769457547169811,0.28054245283018897,6.8223744292237445,1.8453032114241426,singles,True,1
32,2.0,00:50:57,76434.0,20,12,B,3,點扣,1.0,,1.0,,,,2.0,7.0,702.0,461.0,掛網,對手掛網,A,,8.0,539.0,589.0,8.0,609.0,375.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,A,0,3.4024764150943394,2.229952830188679,6.455251141552512,10.371232876712329,4.087752990001391,6.455251141552512,3.4024764150943394,0.3524764150943396,6.944748858447489,2.2753237809080726,singles,True,1
33,14.0,00:51:29,77230.0,21,12,B,3,點扣,1.0,,1.0,4.0,491.0,628.0,2.0,7.0,677.0,462.0,掛網,對手掛網,A,,8.0,525.0,613.0,8.0,580.0,363.0,0,CHOU_Tien_Chen_Anders_ANTONSEN_Fuzhou_Open_2019_Semi-finals,set2.csv,A,0,3.222641509433962,2.1292452830188675,6.485844748858447,11.105479452054794,4.747266592357624,6.485844748858447,3.222641509433962,0.17264150943396217,6.914155251141553,1.1197260273972596,singles,True,1
2,9.0,00:07:03,10575.0,0,2,B,3,殺球,1.0,,1.0,8.0,724.0,315.0,2.0,8.0,767.0,553.0,對手落地致勝,落地致勝,B,,8.0,679.0,324.0,8.0,730.0,544.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,B,1,3.8700471698113206,3.237028301886792,9.26986301369863,2.2639269406392692,7.034476039261409,9.26986301369863,3.8700471698113206,0.8200471698113208,4.13013698630137,7.601724928922202,singles,True,1
3,5.0,00:07:28,11224.0,0,3,B,3,殺球,1.0,,1.0,4.0,758.0,294.0,2.0,5.0,407.0,553.0,對手落地致勝,落地致勝,B,,8.0,719.0,300.0,8.0,704.0,568.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,B,1,1.2804245283018867,3.524764150943396,9.26986301369863,1.5296803652968036,8.059000420174907,9.26986301369863,1.2804245283018867,1.7695754716981131,4.13013698630137,16.403722215042645,singles,True,1
4,4.0,00:07:45,11646.0,1,3,A,3,殺球,,,1.0,8.0,745.0,589.0,2.0,5.0,464.0,324.0,對手落地致勝,落地致勝,A,,8.0,727.0,581.0,8.0,652.0,312.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,A,1,1.690448113207547,3.582311320754717,2.2639269406392692,10.12648401826484,8.086961740665688,2.2639269406392692,1.690448113207547,1.3595518867924528,11.136073059360731,3.077926143706384,singles,True,1
5,10.0,00:08:15,12397.0,2,3,B,3,殺球,1.0,,1.0,4.0,769.0,283.0,2.0,15.0,370.0,597.0,出界,對手出界,A,,9.0,694.0,288.0,8.0,718.0,550.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,A,0,1.0142688679245282,3.3449292452830184,10.615981735159817,1.1625570776255707,9.736488871778434,10.615981735159817,1.0142688679245282,2.0357311320754716,2.784018264840183,21.611284515809423,singles,True,1
10,8.0,00:09:55,14879.0,3,7,B,3,殺球,,,1.0,3.0,537.0,288.0,2.0,5.0,393.0,586.0,對手落地致勝,落地致勝,B,,9.0,619.0,291.0,8.0,670.0,529.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,B,1,1.1797169811320753,2.8054245283018866,10.27945205479452,1.254337899543379,9.170365889332848,10.27945205479452,1.1797169811320753,1.8702830188679245,3.1205479452054803,19.225484621349185,singles,True,1
17,16.0,00:13:22,20057.0,6,11,A,3,點扣,1.0,,1.0,9.0,534.0,632.0,2.0,6.0,825.0,344.0,對手落地致勝,落地致勝,A,,9.0,558.0,622.0,8.0,597.0,319.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,A,1,4.287264150943396,2.366627358490566,2.875799086757991,11.38082191780822,8.719189127734824,2.875799086757991,4.287264150943396,1.2372641509433961,10.524200913242009,3.5581231153614197,singles,True,1
22,12.0,00:16:12,24323.0,9,13,B,3,殺球,,,1.0,3.0,517.0,291.0,2.0,5.0,430.0,596.0,對手落地致勝,落地致勝,B,,3.0,529.0,293.0,8.0,627.0,552.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,B,1,1.4458726415094338,2.158018867924528,10.585388127853882,1.315525114155251,9.297177665320541,10.585388127853882,1.4458726415094338,1.604127358490566,2.814611872146118,16.980310696131646,singles,True,1
24,5.0,00:17:22,26050.0,11,13,A,3,殺球,1.0,,1.0,8.0,583.0,541.0,2.0,5.0,490.0,304.0,對手落地致勝,落地致勝,A,,8.0,676.0,540.0,7.0,713.0,364.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,A,1,1.8774764150943395,3.2154481132075468,1.652054794520548,8.872146118721462,7.343016205535246,1.652054794520548,1.8774764150943395,1.1725235849056603,11.747945205479452,1.9370732101318169,singles,True,1
28,8.0,00:19:08,28717.0,14,14,B,3,殺球,1.0,,1.0,4.0,747.0,291.0,2.0,15.0,378.0,537.0,出界,對手出界,A,,9.0,729.0,294.0,8.0,700.0,570.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,A,0,1.071816037735849,3.596698113207547,8.780365296803653,1.3461187214611872,7.851308912406227,8.780365296803653,1.071816037735849,1.9781839622641508,4.619634703196347,17.369177812957698,singles,True,1
29,11.0,00:19:32,29317.0,14,15,A,3,殺球,,,1.0,9.0,545.0,647.0,2.0,15.0,442.0,316.0,出界,對手出界,B,,9.0,529.0,656.0,8.0,600.0,327.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,B,0,1.532193396226415,2.158018867924528,2.0191780821917806,12.421004566210046,10.420635859900775,2.0191780821917806,1.532193396226415,1.517806603773585,11.38082191780822,3.064721827345567,singles,True,1
33,14.0,00:22:08,33221.0,15,18,A,3,殺球,,,1.0,8.0,620.0,522.0,2.0,8.0,738.0,321.0,對手落地致勝,落地致勝,A,,8.0,579.0,532.0,8.0,589.0,317.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,A,1,3.6614386792452827,2.517688679245283,2.1721461187214612,8.627397260273973,6.555793724867723,2.1721461187214612,3.6614386792452827,0.6114386792452828,11.22785388127854,1.3281341539588176,singles,True,1
35,17.0,00:24:12,36302.0,15,20,B,3,殺球,,,1.0,3.0,536.0,289.0,2.0,5.0,416.0,586.0,對手落地致勝,落地致勝,B,,9.0,594.0,292.0,8.0,632.0,549.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set1.csv,B,1,1.3451650943396225,2.625589622641509,10.27945205479452,1.284931506849315,9.08520153106609,10.27945205479452,1.3451650943396225,1.7048349056603773,3.1205479452054803,17.524768674075986,singles,True,1
3,13.0,00:28:03,42093.0,2,1,A,3,殺球,,,1.0,8.0,600.0,334.0,2.0,8.0,512.0,578.0,對手落地致勝,落地致勝,A,,8.0,598.0,329.0,8.0,688.0,567.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,A,1,2.0357311320754716,2.6543632075471697,10.034703196347031,2.41689497716895,7.642886085045332,10.034703196347031,2.0357311320754716,1.0142688679245282,3.365296803652969,10.177887050917548,singles,True,1
11,19.0,00:32:38,48961.0,6,5,A,3,殺球,,,1.0,5.0,483.0,330.0,2.0,5.0,449.0,558.0,對手落地致勝,落地致勝,A,,5.0,529.0,333.0,8.0,643.0,536.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,A,1,1.5825471698113205,2.158018867924528,9.42283105022831,2.539269406392694,6.907574724880954,9.42283105022831,1.5825471698113205,1.4674528301886793,3.9771689497716896,13.8275600930473,singles,True,1
16,7.0,00:35:34,53360.0,9,7,B,3,殺球,,,1.0,8.0,503.0,585.0,2.0,1.0,476.0,426.0,掛網,對手掛網,A,,8.0,568.0,592.0,8.0,571.0,321.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,A,0,1.7767688679245282,2.4385613207547165,5.384474885844749,10.463013698630137,5.12147690843087,5.384474885844749,1.7767688679245282,1.2732311320754717,8.015525114155253,6.855681054536055,singles,True,1
18,14.0,00:36:36,54904.0,10,8,B,3,殺球,,,1.0,8.0,604.0,551.0,2.0,5.0,529.0,312.0,對手落地致勝,落地致勝,B,,8.0,604.0,557.0,8.0,598.0,328.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,B,1,2.158018867924528,2.6975235849056602,1.8968036529680365,9.392237442922374,7.514824884136299,1.8968036529680365,2.158018867924528,0.8919811320754718,11.503196347031963,1.6919130696993196,singles,True,1
26,4.0,00:42:20,63521.0,12,14,A,3,點扣,,,1.0,5.0,506.0,325.0,2.0,4.0,920.0,639.0,出界,對手出界,B,,8.0,605.0,329.0,8.0,585.0,494.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,B,0,4.970636792452829,2.704716981132075,11.900913242009132,2.41689497716895,9.750948417418588,11.900913242009132,4.970636792452829,1.9206367924528296,1.4990867579908684,22.857331836391825,singles,True,1
28,11.0,00:44:08,66210.0,12,16,B,3,殺球,,,1.0,5.0,470.0,602.0,2.0,6.0,810.0,309.0,對手落地致勝,落地致勝,B,,8.0,549.0,596.0,8.0,583.0,307.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,B,1,4.179363207547169,2.30188679245283,1.8050228310502283,10.585388127853882,8.978849170943311,1.8050228310502283,4.179363207547169,1.1293632075471693,11.594977168949772,2.038526374170758,singles,True,1
31,5.0,00:46:32,69819.0,15,16,A,3,殺球,,,1.0,8.0,590.0,351.0,2.0,5.0,391.0,578.0,對手落地致勝,落地致勝,A,,8.0,600.0,353.0,8.0,658.0,523.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set2.csv,A,1,1.165330188679245,2.6687499999999997,10.034703196347031,3.1511415525114157,7.0458279877922525,10.034703196347031,1.165330188679245,1.8846698113207547,3.365296803652969,18.912102179719135,singles,True,1
4,3.0,00:58:31,87792.0,2,2,A,3,殺球,1.0,,1.0,5.0,466.0,580.0,2.0,11.0,849.0,314.0,出界,對手出界,B,,8.0,560.0,565.0,8.0,590.0,337.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,B,0,4.459905660377358,2.381014150943396,1.9579908675799087,9.636986301369863,7.9554233564382715,1.9579908675799087,4.459905660377358,1.4099056603773583,11.442009132420091,2.760582407168088,singles,True,1
6,21.0,00:59:49,89741.0,3,3,B,3,殺球,1.0,,1.0,6.0,784.0,308.0,2.0,7.0,669.0,420.0,掛網,對手掛網,A,,8.0,729.0,318.0,8.0,747.0,586.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,A,0,3.165094339622641,3.596698113207547,5.200913242009133,2.080365296803653,3.1502541636666197,5.200913242009133,3.165094339622641,0.11509433962264115,8.199086757990868,0.5985956750236907,singles,True,1
10,18.0,01:02:50,94270.0,6,4,A,3,殺球,,,1.0,8.0,556.0,499.0,2.0,8.0,677.0,345.0,對手落地致勝,落地致勝,A,,7.0,522.0,489.0,8.0,596.0,324.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,A,1,3.222641509433962,2.1076650943396222,2.906392694063927,7.311872146118722,4.544383523503892,2.906392694063927,3.222641509433962,0.17264150943396217,10.493607305936074,0.5017640217110362,singles,True,1
11,7.0,01:03:21,95049.0,7,4,A,3,點扣,,,1.0,6.0,808.0,567.0,2.0,6.0,795.0,316.0,對手落地致勝,落地致勝,A,,8.0,672.0,545.0,8.0,602.0,341.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,A,1,4.071462264150943,3.1866745283018867,2.0191780821917806,9.025114155251142,7.061585487502316,2.0191780821917806,4.071462264150943,1.0214622641509434,11.38082191780822,2.062514215559576,singles,True,1
20,14.0,01:10:34,105858.0,14,6,B,3,殺球,,,1.0,8.0,633.0,560.0,2.0,6.0,799.0,322.0,對手落地致勝,落地致勝,B,,8.0,599.0,565.0,8.0,601.0,310.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,B,1,4.100235849056603,2.6615566037735845,2.202739726027397,9.636986301369863,7.572174067848631,2.202739726027397,4.100235849056603,1.0502358490566035,11.197260273972603,2.3133962264150933,singles,True,1
24,4.0,01:12:42,109056.0,16,8,A,3,殺球,,,1.0,9.0,552.0,290.0,2.0,3.0,410.0,621.0,對手落地致勝,落地致勝,A,,9.0,594.0,294.0,8.0,627.0,540.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,A,1,1.302004716981132,2.625589622641509,11.350228310502283,1.3461187214611872,10.091287612194789,11.350228310502283,1.302004716981132,1.7479952830188679,2.0497716894977174,19.840145547945205,singles,True,1
27,16.0,01:14:29,111734.0,17,10,A,3,殺球,,,1.0,5.0,516.0,299.0,2.0,5.0,412.0,581.0,對手落地致勝,落地致勝,A,,8.0,557.0,301.0,8.0,628.0,539.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Indonesia_Open_2019_Quarter-finals,set3.csv,A,1,1.3163915094339622,2.3594339622641507,10.12648401826484,1.5602739726027397,8.629478089943115,10.12648401826484,1.3163915094339622,1.7336084905660376,3.2735159817351605,17.555358673645213,singles,True,1
6,6.0,00:03:19,4975.0,4,2,B,3,殺球,,,1.0,9.0,789.0,634.0,2.0,6.0,831.0,371.0,對手落地致勝,落地致勝,B,,8.0,771.0,614.0,8.0,643.0,369.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,B,1,4.3304245283018865,3.8988207547169806,3.701826484018265,11.136073059360731,7.446764663957357,3.701826484018265,4.3304245283018865,1.2804245283018867,9.698173515981736,4.739909429654519,singles,True,1
10,3.0,00:04:55,7384.0,7,3,B,3,殺球,,,1.0,8.0,490.0,600.0,2.0,7.0,668.0,466.0,掛網,對手掛網,A,,8.0,552.0,598.0,8.0,613.0,352.0,0,CHOU_Tien_Chen_Jonatan_CHRISTIE_Sudirman_Cup_2019_Quarter-finals,set1.csv,A,0,3.157900943396226,2.3234669811320754,6.608219178082192,10.646575342465754,4.123663486245522,6.608219178082192,3.157900943396226,0.10790094339622636,6.791780821917809,0.713033083484104,singles,True,1
